,text,type
12162,Во первых нет РЕКЛАМЫ это супер. Всем рекомендую!!! Теперь это мой любимый сайт))),3
16532,верните мои деньги!!!,1
8114,Вцелом нормально,2
2245,Скорость,0
2917,качество звука и изобоажения,2
6006,"всё
",0
15906,люди быстро смотрят новый ролик,2
10697,"Звук должен быть, по умолчанию, вкючен.",1
13596,Супер,3
7014,Расширить охват репертуара,1
10302,Все...,0
12805,Сайт и удобство ,2
6043,все,0
16246,поток на канал,2
10129,тормоз,1
15314,всё,0
15834,Нет возможности просматривать аналитику по каждому видео отдельно,1
1065,يمكن تحسين مساله اللغه لكي يدعم اللغه العربيه,0
15434,не очень ,1
15093,Сплошное дегенератство,1
9222,информативность,0
14688,"Всё
",0
4793,Простота и скорость регистрации ,3
5233,4,0
6940,Мереилтку,0
3148,отлично,3
1078,Пока не знаю,2
1287,Светлую тему,2
4013,Быстро и просто,3
14606,Клас,3
452,Есть выбор? Или только с помощью кода?,2
9251,Очень плохо грузит ,1
11902,Фоновый режим видео,2
7594,Скорость,0
1508,Пока не знаю,2
11817,За последний года RUTUBE существенно улучшился в скорости! ,3
3606,Простота,3
2785,Спасибо очень вкусно ,3
4424,Все Супер!!!,3
9196,Всё,0
13700,"Всё, я этого не знала раньше.",0
12552,ВСЕ!,0
212,Вообще нужно регистрироваться.,2
12164,супер ,3
6597,"Да нету нихуя, найти не могу",1
5052,"Скорость загрузки страницы
",2
15145,Где моя история просмотров?,2
11732,♥️❤️💪,3
5892,Противный голос,0
4113,"10 секунд, реально круто!",3
14493,Все нравится,3
11147,норм,2
15378,Все долго,1
15848,Не хватает онлайн статистики.,1
1741,Понравилось,3
15759,все ок,2
4391,"Очень быстро прошла регистрация.Спасибо.Довольна,что с вашим коллективом.",3
10404,"Интерфейс , оставляет желать лучшего , видео  очень плохо загружается не смотря на то , что  у меня  оптоволокно ( в общем это не связанно  с  качеством интернета )  ну и очень  много рекламы.....я понимаю что  реклама  это ваш  заработок .....но  это перебор. и бывает так что я вижу сколько  мне нужно посмотреть  рекламы  прежде чем  включится  само  видео ,  я  просто  перехожу  в  ютуб.",1
